polis_number,Toponym,City_ethnic,Region,Polities.Called.Polis,Polities.Called.Polis.Source.of.Designation,Polities.called.Asty.and.Polisma,Polities.Called.Patris,Use_of_City_Ethnic,Size_of_Territory,Poleis.in.400,Poleis.no.longer.or.not.yet.existing.in.400,Constitution,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Major_Divinities1,Major_Divinities2,Major_Divinities3,Major_Divinities4,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,Grid_Planned_Poleis,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation,latitude_decimal,longitude_decimal
759,Prokonnesos,Prokonnesios,34,NA,NA,NA,NA,9,3,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1300,0,0,0,1,0,1,2,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
760,Pythopolis,Pythopolites,34,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.41666667,29.41666667
761,Skylake,,34,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.41666667,28.41666667
762,Sombia,,34,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
763,Tereia,,34,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.41666667,28.75
764,Zeleia,Zeleites,34,NA,NA,NA,NA,7,0,NA,NA,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.25,27.58333333
765,Abydos,Abydenos,35,NA,NA,NA,NA,9,4,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,40.16666667,23.25
766,Achilleion (Troas),,35,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.65,55.43333333
767,Antandros,Antandrios,35,NA,NA,NA,NA,9,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,1300,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.58333333,26.83333333
768,Arisbe,Arisbaios,35,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.16666667,26.5
769,Assos,Assios,35,NA,NA,NA,NA,5,4,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,1,0,0,0,2,1,39.5,26.33333333
770,Astyra Mysia,Astyrenos,35,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.65,35.43333333
771,Astyra Troika,,35,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.66666667,5.433333333
772,Azeia,Azeieus,35,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
773,Birytis,Berysios,35,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.91666667,26.33333333
774,Dardanos,Dardaneus,35,NA,NA,NA,NA,9,2,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.08333333,26.41666667
775,Gargara,Gargareus,35,NA,NA,NA,NA,9,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,39.58333333,26.5
776,Gentionos,Gentinios,35,NA,NA,NA,NA,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,39.91666667,26.25
777,Gergis,Gergithios,35,NA,NA,NA,NA,5,4,NA,NA,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.91666667,26.58333333
778,Hamaxitos,Hamaxiteus,35,NA,NA,NA,NA,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1319,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,39.08333333,26.08333333
779,Ilion,Ilius,35,NA,NA,NA,NA,9,3,NA,NA,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1706,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,1,0,0,0,0,1,0,39.91666667,26.25
780,Kebren,Kebrenios,35,NA,NA,NA,NA,9,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.75,26.58333333
781,Kokylion,Kokylites,35,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.66666667,26.41666667
782,Kolonai,Kolonaeus,35,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.66666667,26.16666667
783,Lamponeia,Lamponeus,35,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.53333333,26.41666667
784,Larisa,Larisaios,35,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.58333333,26.16666667
785,Neandreia,Neandrieus,35,NA,NA,NA,NA,5,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,1,0,0,0,3,0,39.75,26.25
786,Ophryneion,Ophryneus,35,NA,NA,NA,NA,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,40,26.33333333
787,Palaiperkote,Palaiperkosios,35,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,40.25,26.66666667
788,Perkote,Perkosios,35,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,40.25,26.58333333
789,Polichna,Polichnaios,35,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
790,Rhoiteion,Rhoiteus,35,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,40,26.33333333
791,Sigeion,Sigeieus,35,NA,NA,NA,NA,9,2,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,40,26.16666667
792,Skepsis,Skapsios,35,NA,NA,NA,NA,5,5,NA,NA,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1713,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.83333333,26.66666667
793,Tenedos,Tenedios,35,NA,NA,NA,NA,9,2,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1319,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,1,0,39.83333333,26.08333333
794,Antissa,Antissaios,36,NA,NA,NA,NA,12,4,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,1,0,39.25,26
795,Arisba,,36,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.25,26.25
796,Eresos,Eresios,36,NA,NA,NA,NA,9,4,NA,NA,10,1,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,39.16666667,25.91666667
797,Methymna,Methymnaios,36,NA,NA,NA,NA,9,4,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,0,0,0,2,0,39.33333333,26.16666667
798,Mytilene,Mytilenaios,36,NA,NA,NA,NA,9,4,NA,NA,24,1,1,0,0,0,0,2,0,0,0,0,3,0,0,1,3,0,0,0,0,1,10,1,1,1,0,0,0,0,0,NA,1,1,0,1,1,0,0,0,2,2,39.08333333,26.58333333
799,Pyrrha,Pyrrhaios,36,NA,NA,NA,NA,9,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,39.16666667,26.25
800,Adramyttion,Adramytenos,37,NA,NA,NA,NA,7,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.5,26.91666667
801,Aigai (Aiolis),Aigaieus,37,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,8,37.63333333,50.45
802,Aigiroessa,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
803,Atarneus,Artaneites,37,NA,NA,NA,NA,7,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.08333333,26.91666667
804,Autokane,Autokanaios,37,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
805,Boione,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
806,Chalkis,Chalkideus,37,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,2,39.25,26.58333333
807,Elaia,Elaiites,37,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.91666667,27.08333333
808,Gambrion,Gambreiotes,37,NA,NA,NA,NA,1,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.08333333,27.33333333
809,Gryneion/Gryneia,Gryneieus,37,NA,NA,NA,NA,5,1,NA,NA,5,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1309,0,0,0,1,0,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.91666667,27.08333333
810,Halisarna,,37,NA,NA,NA,NA,0,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.08333333,27.08333333
811,Herakleia,Herakleotai,37,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.75,27.16666667
812,Iolla,Iolleus,37,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
813,Karene,Karenaios,37,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.16666667,26.83333333
814,Killa,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
815,Kisthene,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.41666667,26.83333333
816,Kyllene,,37,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.75,26.83333333
817,Kyme,Kymaios,37,NA,NA,NA,NA,9,2,NA,NA,20,1,1,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,1,4,38.75,26.91666667
818,Larisa,Larisaios,37,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,1,0,0,0,2,0,38.66666667,27
819,Leukai,Leokates,37,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.58333333,26.83333333
820,Magnesia,Magnes,37,NA,NA,NA,NA,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.58333333,27.41666667
821,Melanpagos,Melanpagitas,37,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.58333333,27.16666667
822,Myrina,Myrinaios,37,NA,NA,NA,NA,5,1,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.83333333,27
823,Nasos,Nasiotas,37,NA,NA,NA,NA,1,1,NA,NA,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,39.33333333,26.66666667
824,Neon Teichos,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.63333333,40.45
825,Notion,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
826,Palaigambrion,,37,NA,NA,NA,NA,0,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
827,Parthenion,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.25,27.33333333
828,Pergamon,Pergamenos,37,NA,NA,NA,NA,7,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,39.16666667,27.16666667
829,Perperene,Perperenios,37,NA,NA,NA,NA,5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.25,27
830,Pitane,Pitanaios,37,NA,NA,NA,NA,9,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.91666667,26.91666667
831,Pordoselene,,37,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.33333333,26.66666667
832,Temnos,Temnites,37,NA,NA,NA,NA,7,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.66666667,27.16666667
833,Teuthrania,,37,NA,NA,NA,NA,1,0,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39,27.08333333
834,Thebe,,37,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,39.58333333,27
835,Tisna,Tisnaios,37,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.75,27.08333333
836,Achilleion (Ionia)),,38,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,NA,NA
837,Airai,Airaios,38,NA,NA,NA,NA,5,1,NA,NA,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,38.16666667,26.66666667
838,Anais,Anaїtes,38,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.83333333,27.25
839,Boutheia,Boutheieus,38,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.33333333,26.33333333
840,Chios,Chios,38,NA,NA,NA,NA,9,5,NA,NA,34,1,1,1,0,0,0,3,1,0,1,1,3,1,7,1,3,1715,0,0,0,1,6,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,1,2,38.41666667,26.16666667
841,Chyton,,38,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.33333333,26.75
842,Dios Hieron,Diosirites,38,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.63333333,0.45
843,Elaiousioi,,38,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
844,Ephesos,Ephesios,38,NA,NA,NA,NA,9,5,NA,NA,20,1,1,0,0,0,0,2,0,0,1,1,3,1,1,1,6,1500,0,0,0,1,2,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,0,0,0,2,0,37.91666667,27.25
845,Erythrai,Erythraios,38,NA,NA,NA,NA,9,5,NA,NA,35,1,1,1,0,0,0,3,0,0,1,2,3,1,1,0,0,1713,0,0,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,0,3,0,38.41666667,26.5
846,Isinda,Isindios,38,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
847,Klazomenai,Klazomenios,38,NA,NA,NA,NA,9,3,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1713,0,0,0,1,3,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,3,38.33333333,26.75
848,Kolophon,Kolophonios,38,NA,NA,NA,NA,9,4,NA,NA,8,1,1,0,0,0,0,2,0,0,0,1,2,0,0,1,3,1713,0,0,0,1,3,1,2,0,1,0,0,0,0,NA,1,1,1,0,1,0,0,0,2,2,38.08333333,27.16666667
849,Korykos,Korykaios,38,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.16666667,26.58333333
850,Lebedos,Lebedios,38,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.08333333,27
851,Leukophrys,,38,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.83333333,27.5
852,Magnesia,Magnes,38,NA,NA,NA,NA,9,0,NA,NA,8,1,1,0,0,0,0,2,0,0,1,0,2,1,1,1,10,1511,0,0,0,0,0,1,2,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,37.83333333,27.5
853,Marathesion,Maratheios,38,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.83333333,27.25
854,Miletos,Milesios,38,NA,NA,NA,NA,9,5,NA,NA,20,1,1,0,0,0,0,2,0,0,1,0,1,1,1,1,3,0,0,0,0,1,4,1,5,1,1,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,37,37.58333333,27.25
855,Myonnesos,Myonnesios,38,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,38.08333333,26.83333333
856,Myous,Myessios,38,NA,NA,NA,NA,9,2,NA,NA,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,37.58333333,27.41666667
857,Naulochon,,38,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37.66666667,27.25
858,Notion,Notieus,38,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38,27.16666667
859,Phokaia,Phokaieus,38,NA,NA,NA,NA,9,3,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,NA,1,0,1,1,0,0,0,0,2,4,38.66666667,26.75
860,Polichnitai,Polichnitia,38,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,38.41666667,26.58333333
