polis_number,Toponym,City_ethnic,Region,Polities.Called.Polis,Polities.Called.Polis.Source.of.Designation,Polities.called.Asty.and.Polisma,Polities.Called.Patris,Use_of_City_Ethnic,Size_of_Territory,Poleis.in.400,Poleis.no.longer.or.not.yet.existing.in.400,Constitution,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Major_Divinities1,Major_Divinities2,Major_Divinities3,Major_Divinities4,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,Grid_Planned_Poleis,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation,latitude_decimal,longitude_decimal
956,Dreros,Drerios,41,NA,NA,NA,NA,0,2,NA,NA,0,1,1,0,0,0,1,3,0,0,1,2,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,1,0,35.25,25.66666667
957,Eleutherna,Eleuthernaios,41,NA,NA,NA,NA,1,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3815,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.33333333,24.66666667
958,Elytnia,Elytnieus,41,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,35.25,25.16666667
959,Elyros,Elyrios,41,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.25,23.83333333
960,Gortyns,Gortynios,41,NA,NA,NA,NA,9,4,NA,NA,0,1,1,1,0,0,0,3,0,0,1,1,1,0,0,0,0,1715,1314,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,1,0,0,0,2,0,35.08333333,24.91666667
961,Herakleion,Herakleiotas,41,NA,NA,NA,NA,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.33333333,25.16666667
962,Hierpytna,Hierapytnios,41,NA,NA,NA,NA,0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35,25.75
963,Hyrtakina,Hyrtakinios,41,NA,NA,NA,NA,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.25,23.75
964,Istron,Istronious,41,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.16666667,27.25
965,Itanos,Itanios,41,NA,NA,NA,NA,5,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,35.25,26.25
966,Keraia,Keraїtas,41,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.41666667,24
967,Knosos,Knosios,41,NA,NA,NA,NA,9,4,NA,NA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.33333333,25.16666667
968,Kydonia,Kydoniatas,41,NA,NA,NA,NA,9,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,35.5,24
969,Kytaion,,41,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.41666667,24.91666667
970,Lappa,Lappaios,41,NA,NA,NA,NA,1,3,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.25,24.33333333
971,Lato,Latios,41,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,1,0,0,0,2,0,35.16666667,25.66666667
972,Lebena,Lebenaios,41,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,34.91666667,24.91666667
973,Lisos,Lisios,41,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.25,23.83333333
974,Lyktos,Lyktios,41,NA,NA,NA,NA,5,4,NA,NA,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1713,0,0,0,0,0,1,4,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.25,25.33333333
975,Malla,Mallois,41,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,30.08333333,25.58333333
976,Matala,Matalios,41,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35,24.75
977,Milatos,Milatios,41,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.33333333,25.58333333
978,Olous,Olontios,41,NA,NA,NA,NA,1,3,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.25,24.75
979,Petra,Petraios,41,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.25,26
980,Phaistos,Phaistios,41,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,35.08333333,24.83333333
981,Phalasarna,Phalasarnios,41,NA,NA,NA,NA,0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,0,35.5,23.58333333
982,Polichne,Polichnites,41,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.5,23.91666667
983,Polyrhen,Polyrhenios,41,NA,NA,NA,NA,1,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.5,23.66666667
984,Praisos,Praisios,41,NA,NA,NA,NA,5,3,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,35.16666667,26.08333333
985,Priansos,Priansieus,41,NA,NA,NA,NA,1,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.08333333,25.25
986,Rhaukos,Rhaukios,41,NA,NA,NA,NA,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.25,25
987,Rhithymnos,Rhithymnios,41,NA,NA,NA,NA,7,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.33333333,24.5
988,Rhitten,Rhittenios,41,NA,NA,NA,NA,2,1,NA,NA,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,0,0,0,0,1,0,35,24.91666667
989,Stalai,Stalites,41,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.08333333,26
990,Sybrita,Sybritios,41,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,35.25,24.66666667
991,Tarrha,Tarrhaios,41,NA,NA,NA,NA,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.25,24
992,Tylisos,Tylisios,41,NA,NA,NA,NA,5,2,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,35.33333333,25
993,Brikindera,Brikindarios,42,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.33333333,28.16666667
994,Diakrioi,Diakrioi,42,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
995,Ialysos,Ialysios,42,NA,NA,NA,NA,9,4,NA,NA,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,15,1713,3814,0,0,1,1,0,0,0,0,0,0,0,1,NA,0,0,1,1,0,0,0,0,2,0,36.41666667,28.16666667
996,Kamiros,Kamireus,42,NA,NA,NA,NA,5,4,NA,NA,8,1,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,1713,3814,0,0,1,1,0,0,0,0,0,0,0,1,NA,1,0,1,0,0,0,0,0,1,0,36.33333333,27.91666667
997,Lindos,Lindios,42,NA,NA,NA,NA,9,5,NA,NA,8,1,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,1711,0,0,0,1,1,0,0,0,0,0,0,0,1,NA,1,0,1,1,0,0,0,0,2,2,36.08333333,28.08333333
998,Oiai,Oiiaites,42,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
999,Pedieis,Pedieis,42,NA,NA,NA,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
1000,Rhodos,Rhodios,42,NA,NA,NA,NA,10,5,NA,NA,8,1,1,1,0,0,0,3,0,1,1,1,1,0,0,1,3,2700,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,1,1,0,4,3,36.41666667,28.25
1001,Aspendos,Aspendios,43,NA,NA,NA,NA,12,0,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.91666667,31.16666667
1002,Idyros,,43,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.58333333,30.58333333
1003,Perge,Pergaios,43,NA,NA,NA,NA,0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,37,30.83333333
1004,Side,Sidetes,43,NA,NA,NA,NA,9,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.75,31.41666667
1005,Aphrodisias,,43,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.16666667,33.66666667
1006,Holmoi,Holmites,43,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.33333333,33.91666667
1007,Issos,Isseus,43,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.83333333,36.16666667
1008,Kelenderis,,43,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.16666667,33.33333333
1009,Mallos,Marlotas/Mallotes,43,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,36.75,35.5
1010,Nagidos,Nagideus,43,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,36.08333333,33
